velocity,mean,rms,std,zero crossing rate,peak velocity,low peak velocity,crest factor,low crest factor
0.066,0.016350993377483445,0.12787100287979072,0.14923071625890505,0.11258278145695365,0.302,-0.397,2.3617551532297347,-3.10469137692783
0.075,0.017854304635761587,0.1336200008822092,0.1478422198141085,0.11258278145695365,0.3,-0.397,2.245172863488159,-2.971112089349331
0.09,0.019245033112582778,0.1387264686805758,0.14652550347989393,0.11258278145695365,0.229,-0.397,1.6507304062304307,-2.861746599447515
0.08,0.02011258278145695,0.14181883789347927,0.14601267162922427,0.10596026490066225,0.229,-0.397,1.6147361196966152,-2.799346024102866
0.057,0.01952317880794702,0.13972536923532183,0.1458230124140897,0.10596026490066225,0.229,-0.397,1.6389292885984375,-2.841287893334409
0.056,0.0173841059602649,0.13184879961632148,0.14344394189532986,0.10596026490066225,0.229,-0.397,1.736837958831536,-3.0110247583236673
0.018,0.014635761589403972,0.12097835173866427,0.1388183600310382,0.10596026490066225,0.229,-0.346,1.8929006446928835,-2.860015821239029
-0.084,0.013059602649006623,0.11427861851197985,0.13601345398176543,0.11258278145695365,0.229,-0.346,2.0038744165952087,-3.0276879831525854
-0.194,0.01308609271523179,0.11439446103387955,0.1360584787989539,0.11258278145695365,0.229,-0.346,2.0018451761591707,-3.0246219692186593
-0.178,0.013251655629139072,0.11511583570099759,0.13630771306376488,0.11258278145695365,0.229,-0.346,1.9893005910568697,-3.005668141946187
-0.057,0.012642384105960263,0.11243835691595756,0.1356722270909078,0.11258278145695365,0.229,-0.346,2.0366715263472486,-3.0772416948303403
-0.015,0.01172847682119205,0.10829809241714301,0.13485769780755416,0.11258278145695365,0.229,-0.346,2.114534013377973,-3.194885452527417
-0.011,0.01078145695364238,0.103833794853325,0.13403875676945798,0.11258278145695365,0.229,-0.346,2.205447661076859,-3.3322484311466947
-0.077,0.010430463576158936,0.10212964102629038,0.1336839442725784,0.11258278145695365,0.229,-0.346,2.242248163205141,-3.3878509365457585
-0.144,0.010754966887417214,0.10370615645860767,0.13405065264545402,0.11258278145695365,0.229,-0.346,2.2081620592254905,-3.3363496615372035
-0.122,0.011298013245033106,0.10629211280726857,0.13451200078882347,0.10596026490066225,0.229,-0.346,2.154440192709579,-3.2551803785044293
-0.051,0.011980132450331124,0.1094537913931314,0.13468641968563405,0.10596026490066225,0.229,-0.346,2.09220710479994,-3.1611513461169394
0.011,0.012602649006622514,0.11226152059642927,0.1345887413291873,0.11258278145695365,0.229,-0.346,2.039879727117146,-3.082089020011059
0.027,0.013357615894039731,0.11557515258064655,0.13433574459783418,0.11258278145695365,0.229,-0.346,1.9813947452088143,-2.9937230648133175
0.011,0.01434437086092715,0.11976798762994705,0.1340125456678819,0.11258278145695365,0.229,-0.346,1.912030122001819,-2.8889188742909577
-0.004,0.015463576158940397,0.12435262827516111,0.13371332760831506,0.11920529801324503,0.229,-0.346,1.841537273287707,-2.7824100286355744
0.006,0.016754966887417216,0.1294409783933095,0.13317941388450089,0.12582781456953643,0.229,-0.346,1.7691460837400197,-2.67303294748492
0.044,0.01794039735099338,0.13394176850778616,0.13245238077884292,0.12582781456953643,0.229,-0.346,1.7096981960984636,-2.583212121616019
0.107,0.01851655629139073,0.13607555361412546,0.13203493602931812,0.12582781456953643,0.229,-0.346,1.6828886153157523,-2.5427050694290405
0.167,0.018549668874172188,0.13619716911218158,0.13200636818748857,0.12582781456953643,0.229,-0.346,1.6813859017244293,-2.540434593871845
0.195,0.018033112582781455,0.1342874252593349,0.13240149397650397,0.12582781456953643,0.229,-0.346,1.7052974212422114,-2.5765629159380135
0.196,0.01709271523178808,0.1307391113316443,0.13291410097756273,0.11920529801324503,0.229,-0.346,1.7515799034238388,-2.64649190648318
0.147,0.015556291390728479,0.12472486276091259,0.13270617310560273,0.11920529801324503,0.229,-0.346,1.8360413066877803,-2.774106079100314
-0.029,0.01413245033112583,0.11887998288663162,0.13074939243701336,0.12582781456953643,0.229,-0.346,1.9263125249469706,-2.9104984001382173
-0.232,0.013377483443708609,0.1156610714272897,0.12882827909467648,0.12582781456953643,0.229,-0.338,1.9799228657842824,-2.9223315660920854
-0.261,0.013496688741721856,0.11617525012549727,0.129098472476661,0.12582781456953643,0.229,-0.338,1.971159948032174,-2.9093976525540386
-0.206,0.013695364238410597,0.11702719443962842,0.1294546902179977,0.12582781456953643,0.229,-0.338,1.9568101337175585,-2.8882175772774445
-0.14,0.013880794701986755,0.11781678446633466,0.1296942006261916,0.12582781456953643,0.229,-0.338,1.9436958922048597,-2.868861185874422
-0.107,0.014033112582781455,0.11846143922298705,0.1298554340522782,0.12582781456953643,0.229,-0.338,1.9331185025444408,-2.8532491434935414
-0.134,0.014092715231788084,0.11871274249964948,0.12993421397202526,0.12582781456953643,0.229,-0.338,1.9290262795560986,-2.847209093842626
