velocity,mean,rms,std,zero crossing rate,peak velocity,low peak velocity,crest factor,low crest factor
0.0032969079335740796,0.0032969079335740796,0.05741870717435285,0.0,0.0,0.0032969079335740796,0.0032969079335740796,0.05741870717435285,0.05741870717435285
0.00735757047644673,0.005327239205010405,0.07298793876395199,0.002030331271436325,0.0,0.00735757047644673,0.0032969079335740796,0.1008052919570947,0.04517058557080926
0.011897535440750912,0.00751733795025724,0.08670258329633114,0.0035130084555897428,0.0,0.011897535440750912,0.0032969079335740796,0.13722238702032263,0.03802548676440175
0.015160206678050932,0.009428055132205663,0.0970981726512176,0.0044953800456649425,0.0,0.015160206678050932,0.0032969079335740796,0.15613277020678126,0.033954376725675035
0.015819139237024594,0.01070627195316945,0.10347111651649193,0.0047646727452731845,0.0,0.015819139237024594,0.0032969079335740796,0.15288459011170746,0.0318630748808881
0.013698273791664741,0.011204938926251998,0.10585338410391988,0.004490185488912547,0.0,0.015819139237024594,0.0032969079335740796,0.1494438687146214,0.031145985189641102
0.010203384456554306,0.011061859716295185,0.10517537599787882,0.004171851320501028,0.0,0.015819139237024594,0.0032969079335740796,0.15040725157325452,0.03134676631572557
0.004270066073736185,0.01021288551097531,0.10105882203437418,0.004502677083625917,0.0,0.015819139237024594,0.0032969079335740796,0.15653397613959785,0.03262365291030869
-0.004921701679926229,0.008531264711986251,0.09236484565020531,0.00637528125906743,0.1111111111111111,0.015819139237024594,-0.004921701679926229,0.17126796591999102,-0.05328544258673039
-0.017821175688567774,0.005896020671930848,0.07678554989013785,0.009953913319635771,0.1,0.015819139237024594,-0.017821175688567774,0.2060171381159356,-0.23209022679482932
-0.034036623736367476,0.002265780271176455,0.04760021293204953,0.014894950011048163,0.09090909090909091,0.015819139237024594,-0.034036623736367476,0.3323333712730824,-0.7150519218255513
-0.05171392289786644,0.0022325283262437864,0.04724963837156626,0.02111612073044633,0.08333333333333333,0.015819139237024594,-0.05171392289786644,0.3347991599983162,-1.094482935323092
-0.068568989950902,0.007335333066602111,0.0856465589886839,0.03034600442315579,0.07692307692307693,0.015819139237024594,-0.068568989950902,0.18470256626556014,-0.8006041428933733
-0.08175645375645621,0.012651127401591689,0.11247723059175883,0.040777465084702064,0.07142857142857142,0.015819139237024594,-0.08175645375645621,0.14064303640654943,-0.726871148287736
-0.08729886829742246,0.01762764346131374,0.13276913595152204,0.05043887008246527,0.06666666666666667,0.015819139237024594,-0.08729886829742246,0.11914771549617248,-0.6575238113268875
-0.08187478932466889,0.021643090077773437,0.147115906950178,0.05775269173079388,0.0625,0.015819139237024594,-0.08729886829742246,0.10752840780420755,-0.5934019652068415
-0.06407271391863298,0.024138950303706354,0.15536714679656816,0.061693789087641296,0.058823529411764705,0.015819139237024594,-0.08729886829742246,0.10181778814370308,-0.5618875682368569
-0.03374416299543836,0.0246725732310248,0.15707505604336036,0.061912739624889766,0.05555555555555555,0.015819139237024594,-0.08729886829742246,0.10071070248517207,-0.5557780496562339
0.008006780177398403,0.022952607262160418,0.15150117907844948,0.059035496782319064,0.10526315789473684,0.015819139237024594,-0.08729886829742246,0.10441594800284172,-0.5762256691891345
0.058424310614564524,0.01888376136832417,0.13741819882506162,0.05522632077851961,0.1,0.058424310614564524,-0.08729886829742246,0.42515701060047223,-0.6352787989060831
0.113073822657623,0.012600066890898114,0.1122500195585645,0.05450680127783509,0.09523809523809523,0.113073822657623,-0.08729886829742246,1.0073390018308968,-0.7777180675846189
0.1657447428380146,0.004493484630492991,0.06703345903720762,0.06075015351673564,0.09090909090909091,0.1657447428380146,-0.08729886829742246,2.472567359921204,-1.3023178208507236
0.2100424811647,0.0048341660562545305,0.06952816735866502,0.07325966499786712,0.08695652173913043,0.2100424811647,-0.08729886829742246,3.0209696176972978,-1.2555899517254103
0.23870782615245378,0.014578901893596166,0.12074312358720958,0.08560041805501409,0.08333333333333333,0.23870782615245378,-0.08729886829742246,1.9769889916757155,-0.7230131679869023
0.2444265957778594,0.023772809648966695,0.15418433658762715,0.09519981546141648,0.08,0.2444265957778594,-0.08729886829742246,1.5852881115387822,-0.566198034310756
0.22296160807972135,0.031433917280918794,0.17729612878153542,0.10090461836530126,0.07692307692307693,0.2444265957778594,-0.08729886829742246,1.3786347026168984,-0.49239015480700243
0.17337996881385093,0.03669117844880517,0.19154941516174143,0.10258288902778687,0.07407407407407407,0.2444265957778594,-0.08729886829742246,1.2760498149862232,-0.45575116073159827
0.09879070469974463,0.03890901867205301,0.19725369114937497,0.1013914533253917,0.07142857142857142,0.2444265957778594,-0.08729886829742246,1.239148399979809,-0.442571532064834
0.004099132987000561,0.03770867778636155,0.1941872235404831,0.0998302516206411,0.06896551724137931,0.2444265957778594,-0.08729886829742246,1.2587161571260772,-0.44956030940533465
-0.10436329029585482,0.03297294551695434,0.18158454096358076,0.10141136102224181,0.1,0.2444265957778594,-0.10436329029585482,1.3460760177094728,-0.5747366474153012
-0.21724670273122773,0.024901343960561366,0.15780159682513153,0.10911936692754406,0.0967741935483871,0.2444265957778594,-0.21724670273122773,1.5489488110105865,-1.3767078857381305
-0.3234014816410299,0.014016880660511637,0.11839290798232653,0.12331893259935245,0.09375,0.2444265957778594,-0.3234014816410299,2.064537479004629,-2.7315950520389842
-0.4112450434330502,0.001130155687979461,0.03361778826721742,0.14163647054566297,0.09090909090909091,0.2444265957778594,-0.4112450434330502,7.2707518363488965,-12.232959532143827
-0.47003290444036,0.012727581374618758,0.11281658288841565,0.16265314584520124,0.08823529411764706,0.2444265957778594,-0.47003290444036,2.1665839322541465,-4.166345872266483
